month,year,topic,batchLength,textBlobAdjustedLength,vaderAdjustedLength,meanPolarity,meanSubjectivity,meanAdjustedPolarity,meanAdjustedSubjectivity,meanVaderPolarity,meanAdjustedVaderPolarity
9,2018,Trump,50,22,30,0.023493939393939397,0.20019090909090906,0.05339531680440772,0.44134297520661153,-0.028338000000000016,-0.04723000000000002
10,2018,Trump,50,19,30,-0.015906060606060608,0.25062424242424236,-0.04185805422647528,0.5332216905901115,-0.10842599999999997,-0.18070999999999995
11,2018,Trump,50,16,28,0.04363888888888888,0.21763888888888885,0.13637152777777775,0.550954861111111,-0.15056600000000003,-0.2688678571428572
12,2018,Trump,50,15,27,0.0726439393939394,0.15625757575757576,0.2421464646464647,0.5141919191919192,-0.12473999999999999,-0.23099999999999998
1,2019,Trump,50,21,26,0.02019242424242424,0.22974696969696973,0.04807720057720057,0.45177849927849933,-0.07337,-0.14109615384615387
2,2019,Trump,50,14,33,0.030651731601731607,0.19934545454545455,0.1094704700061843,0.4405194805194805,0.057276,0.08678181818181818
3,2019,Trump,50,20,28,-0.028285936285936283,0.23870784770784767,-0.07071484071484072,0.43718628593628595,-0.12084199999999999,-0.2157892857142857
4,2019,Trump,50,14,32,0.02553030303030303,0.11004545454545456,0.09117965367965368,0.39301948051948055,-0.04764000000000002,-0.07443750000000003
5,2019,Trump,50,16,35,-0.0017595959595959553,0.1490161616161616,-0.005498737373737361,0.45005050505050503,-0.20268000000000005,-0.2895428571428572
6,2019,Trump,50,17,28,0.0127979797979798,0.1991176046176046,0.03764111705288176,0.49600415923945335,-0.1092,-0.195
7,2019,Trump,50,19,30,-0.0176933621933622,0.19878138528138528,-0.04656147945621631,0.470477329687856,-0.129708,-0.21617999999999998
8,2019,Trump,50,17,29,0.010704545454545453,0.19384848484848485,0.03148395721925133,0.5299465240641711,-0.21784999999999993,-0.37560344827586195
9,2019,Trump,50,21,36,0.014476190476190478,0.18992857142857136,0.0344671201814059,0.4343537414965985,-0.13701000000000005,-0.19029166666666672
10,2019,Trump,50,22,27,0.024855339105339106,0.22521392496392495,0.05648940705758888,0.5073043749180113,-0.090824,-0.1681925925925926
11,2019,Trump,50,16,31,0.005441558441558441,0.2010670995670996,0.017004870129870127,0.47520968614718606,-0.06810800000000002,-0.10985161290322584
12,2019,Trump,50,22,29,0.04633759018759017,0.2548924963924964,0.10531270497179585,0.5293011281647645,-0.019274000000000003,-0.03323103448275863
1,2020,Trump,50,16,33,0.005002525252525251,0.19021212121212122,0.01563289141414141,0.3944128787878788,-0.182284,-0.2761878787878788
2,2020,Trump,50,20,30,0.041303030303030314,0.21884343434343434,0.1032575757575758,0.5208585858585859,-0.028574000000000002,-0.04762333333333334
3,2020,Trump,50,17,33,0.005994227994227994,0.17271038961038962,0.01763008233596469,0.45620702826585174,-0.077002,-0.11666969696969696
4,2020,Trump,50,27,33,0.0013005050505050476,0.28104797979797985,0.002408342686120458,0.5158295922184811,-0.10369000000000002,-0.15710606060606064
5,2020,Trump,50,20,28,-0.00404473304473305,0.25697113997113996,-0.010111832611832624,0.5438564213564214,-0.12801,-0.22858928571428574
6,2020,Trump,50,17,34,0.010085858585858587,0.12532323232323234,0.02966428995840761,0.34800950683303616,-0.079566,-0.11700882352941176
7,2020,Trump,50,23,34,-0.010394480519480515,0.21361327561327556,-0.02259669678147938,0.418724512202773,-0.11219799999999998,-0.16499705882352939
8,2020,Trump,50,14,27,0.059666666666666666,0.15933333333333333,0.2130952380952381,0.4547619047619048,-0.09940400000000002,-0.1840814814814815
9,2020,Trump,50,21,43,0.0052348484848484846,0.22342171717171716,0.012463924963924964,0.4462421837421838,0.03659599999999998,0.042553488372093
10,2020,Trump,50,19,27,-0.006247474747474746,0.2510505050505051,-0.016440723019670384,0.46767676767676775,-0.02111200000000001,-0.039096296296296316
11,2020,Trump,50,29,38,0.007347402597402586,0.28952705627705627,0.012667935512763078,0.48769032691446484,-0.174162,-0.22916052631578948
12,2020,Trump,50,19,35,0.05505194805194805,0.2810930735930736,0.14487354750512646,0.6484905445431761,-0.07407000000000002,-0.10581428571428574
